,ID,Gender,Age,Handness,Race,Education,Language,Scan,Interval,Training,Face,People,Place,Activity,B75_Span,B75_L,B75_R,B90_Span,B90_L,B90_R,B95_Span,B95_L,B95_R,Distinc_Test,A1,Mem_s
69,16,1,71,1,1,12,-1,1,24,1,1,1,22,7,0.003466205,0,1,0.013758146,0.789473684,0.210526316,0.040685225,0.947368421,0.052631579,0.371325201,0,0.3
70,16,1,71,1,1,12,-1,1,27,-1,0,1,27,0,0.101386482,0.102564103,0.897435897,0.084721217,0.102564103,0.897435897,0.169700214,0.353312303,0.646687697,0.458058281,0,0.3
71,16,1,71,1,1,12,-1,1,21,1,0,0,19,0,0.002599653,0,1,0.002172339,0,1,0.042291221,0.962025316,0.037974684,0.343461081,2,0.8
72,16,1,71,1,1,12,-1,1,27,-1,0,1,0,0,0.010398614,0.25,0.75,0.03186097,0.340909091,0.659090909,0.066381156,0.193548387,0.806451613,0.355536565,1,0.1
73,16,1,71,1,1,12,-1,1,17,-1,0,0,38,29,0.010398614,0.833333333,0.166666667,0.025343954,0.428571429,0.571428571,0.141862955,0.698113208,0.301886792,0.374025326,1,0.1
74,16,1,71,1,1,12,-1,1,19,1,0,0,27,7,0.021663778,0.2,0.8,0.044895004,0.177419355,0.822580645,0.033190578,0.177419355,0.822580645,0.686960348,0,0.2
75,16,1,71,1,1,12,-1,1,17,-1,1,1,22,7,0.06152513,0.422535211,0.577464789,0.148443157,0.473170732,0.526829268,0.11509636,0.474418605,0.525581395,0.336960861,0,0.3
76,16,1,71,1,1,12,-1,1,23,1,0,0,0,0,0.006932409,0.125,0.875,0.020275163,0.107142857,0.892857143,0.014989293,0.107142857,0.892857143,0.411033527,1,0.1
77,16,1,71,1,1,12,-1,1,19,1,1,1,11,19,0.020797227,0.625,0.375,0.151339609,0.09569378,0.90430622,0.155781585,0.068728522,0.931271478,0.419116842,0,0.3
78,16,1,71,1,1,12,-1,1,26,-1,0,0,27,7,0.021663778,0.12,0.88,0.115133961,0.849056604,0.150943396,0.156316916,0.917808219,0.082191781,0.648749613,0,0.3
79,16,1,71,1,1,12,-1,1,21,1,0,1,0,0,0.022530329,0.346153846,0.653846154,0.025343954,0.514285714,0.485714286,0.020877944,0.564102564,0.435897436,0.386241179,1,0.1
80,16,1,71,1,1,12,-1,1,26,-1,1,1,11,18,0.012998267,0.4,0.6,0.387400434,0.011214953,0.988785047,0.28640257,0.011214953,0.988785047,0.357348186,0,0.3
81,16,1,71,1,1,12,-1,1,17,-1,1,1,22,0,0.013864818,0.625,0.375,0.068066618,0.106382979,0.893617021,0.141862955,0.324528302,0.675471698,0.367162143,0,0.3
82,16,1,71,1,1,12,-1,1,24,1,1,1,31,0,0.280762565,0.663580247,0.336419753,0.275162925,0.639473684,0.360526316,0.203426124,0.639473684,0.360526316,0.358465877,0,0.3
83,16,1,71,1,1,12,-1,1,16,-1,0,1,0,0,0.003466205,0,1,0.084721217,0.837606838,0.162393162,0.065845824,0.796747967,0.203252033,0.386569473,1,0.1
84,16,1,71,1,1,12,-1,1,21,1,0,1,11,0,0.014731369,0.764705882,0.235294118,0.018102824,0.84,0.16,0.015524625,0.862068966,0.137931034,0.395277904,2,0.8
85,16,1,71,1,1,12,-1,1,23,1,1,1,0,16,0.058925477,0.455882353,0.544117647,0.353367125,0.397540984,0.602459016,0.270877944,0.401185771,0.598814229,0.36531989,2,0.6
86,16,1,71,1,1,12,-1,1,27,-1,0,1,27,20,0.004332756,0.6,0.4,0.022447502,0.935483871,0.064516129,0.042291221,0.367088608,0.632911392,0.340000835,0,0.3
87,16,1,71,1,1,12,-1,1,14,-1,1,1,22,0,0.003466205,0.75,0.25,0.010861694,0.2,0.8,0.076552463,0.405594406,0.594405594,0.375422386,2,0.8
88,16,1,71,1,1,12,-1,1,22,1,0,1,38,29,0.03812825,0.318181818,0.681818182,0.17595945,0.094650206,0.905349794,0.223768737,0.055023923,0.944976077,0.432227306,2,0.7
89,16,1,71,1,1,12,-1,1,14,-1,0,0,8,0,0.001733102,0.5,0.5,0.015930485,0.954545455,0.045454545,0.037473233,0.371428571,0.628571429,0.431938136,1,0.1
90,16,1,71,1,1,12,-1,1,21,1,1,1,11,0,0.006065858,0.285714286,0.714285714,0.014482259,0.1,0.9,0.051391863,0.46875,0.53125,0.343124105,2,0.8
91,16,1,71,1,1,12,-1,1,14,-1,1,1,11,0,0.008665511,0.2,0.8,0.060101376,0.024096386,0.975903614,0.155781585,0.343642612,0.656357388,0.370672405,2,0.8
92,16,1,71,1,1,12,-1,1,19,1,1,1,11,19,0.052859619,0.163934426,0.836065574,0.409847936,0.791519435,0.208480565,0.307280514,0.787456446,0.212543554,0.354174496,0,0.3
93,16,1,71,1,1,12,-1,1,16,-1,0,1,16,0,0.00779896,0.333333333,0.666666667,0.084721217,0.188034188,0.811965812,0.065845824,0.227642276,0.772357724,0.368821523,0,0.3
94,16,1,71,1,1,12,-1,1,22,1,0,1,30,29,0.082322357,0.863157895,0.136842105,0.17595945,0.905349794,0.094650206,0.223768737,0.526315789,0.473684211,0.439179548,0,0.2
95,16,1,71,1,1,12,-1,2,6,1,0,1,18,22,0.003466205,0.5,0.5,0.002896452,0.5,0.5,0.01124197,0.619047619,0.380952381,0.361508392,1,0
96,16,1,71,1,1,12,-1,2,10,-1,0,0,0,0,0.002599653,0.333333333,0.666666667,0.002172339,0.333333333,0.666666667,0.001605996,0.333333333,0.666666667,0.40059428,0,0.3
97,16,1,71,1,1,12,-1,2,13,-1,1,1,22,7,0.014731369,0.470588235,0.529411765,0.060825489,0.892857143,0.107142857,0.082441113,0.941558442,0.058441558,0.357198808,0,0.3
98,16,1,71,1,1,12,-1,2,14,1,0,0,38,29,0.014731369,0.176470588,0.823529412,0.075307748,0.028846154,0.971153846,0.127408994,0.495798319,0.504201681,0.372618865,0,0.2
99,16,1,71,1,1,12,-1,2,11,-1,0,1,27,0,0.002599653,0.333333333,0.666666667,0.006517017,0.777777778,0.222222222,0.064239829,0.333333333,0.666666667,0.343926365,0,0.3
100,16,1,71,1,1,12,-1,2,9,-1,1,1,23,0,0.049393414,0.157894737,0.842105263,0.354815351,0.02244898,0.97755102,0.262312634,0.02244898,0.97755102,0.360235223,1,0
101,16,1,71,1,1,12,-1,2,16,1,0,0,37,22,0.02339688,0.111111111,0.888888889,0.158580739,0.890410959,0.109589041,0.167023555,0.875,0.125,0.486566842,0,0.3
102,16,1,71,1,1,12,-1,2,11,-1,1,1,27,7,0.003466205,0.25,0.75,0.010137581,0.785714286,0.214285714,0.064239829,0.883333333,0.116666667,0.341449941,2,0.8
103,16,1,71,1,1,12,-1,2,19,1,1,1,27,0,0.014731369,0.588235294,0.411764706,0.047791455,0.803030303,0.196969697,0.130620985,0.897540984,0.102459016,0.335219592,2,0.7
