,ID,Gender,Age,Handness,Race,Education,Language,Scan,Interval,Training,Face,People,Place,Activity,Distinc_Test,Distinc_Encode40,Distinc_Encode60,Distinc_Encode70,A1,Mem_s
3027,30,-1,58,1,-1,12,0,2,26,1,0,1,28,26,0.425486406,2.573293622,1.42305714,1.300215357,1,0.1
3028,30,-1,58,1,-1,12,0,2,20,-1,0,1,0,0,0.372740529,2.183348158,1.398903191,1.129499538,0,0.4
3029,30,-1,58,1,-1,12,0,2,25,1,0,0,37,22,0.382712604,3.525234654,1.170895918,0.876447889,0,0.4
3030,30,-1,58,1,-1,12,0,2,17,-1,1,1,38,29,0.358894234,4.819382821,1.847229207,1.437372667,1,0.1
3031,30,-1,58,1,-1,12,0,2,24,1,1,1,0,26,0.358555409,3.593124968,1.652199177,1.014703309,2,0.8
3032,30,-1,58,1,-1,12,0,2,11,-1,0,0,15,22,0.345149049,2.724220427,1.797081656,1.026792444,2,0.8
3033,30,-1,58,1,-1,12,0,2,21,1,1,1,0,0,0.374174691,1.48166037,0.96352479,0.880713823,0,0.3
3034,30,-1,58,1,-1,12,0,2,11,-1,0,1,39,22,0.334903373,2.546821479,1.424109171,1.159175966,0,0.2
3035,30,-1,58,1,-1,12,0,2,26,1,1,1,28,26,0.421792295,2.17230946,1.179513161,0.833060899,0,0.2
3036,30,-1,58,1,-1,12,0,2,10,-1,0,1,16,29,0.386973364,2.314719558,0.818643496,0.783688664,1,0.1
3037,30,-1,58,1,-1,12,0,2,17,-1,1,1,12,26,0.370506594,4.328472559,2.469430132,1.692490537,2,0.9
3038,30,-1,58,1,-1,12,0,2,21,1,0,0,27,29,0.409759025,4.738257294,1.514955635,0.937327479,0,0.4
3039,30,-1,58,1,-1,12,0,2,17,-1,1,1,0,26,0.371697696,4.497095237,2.679375255,1.745199269,0,0.3
3040,30,-1,58,1,-1,12,0,2,24,1,1,1,0,26,0.352007626,3.614002542,1.344228419,0.874410223,2,0.8
3041,30,-1,58,1,-1,12,0,2,20,-1,0,0,0,0,0.473722972,2.053861275,1.064045297,0.952522445,2,0.6
3042,30,-1,58,1,-1,12,0,2,23,1,0,0,18,22,0.340000416,4.184222906,1.73378578,1.175785699,0,0.3
3043,30,-1,58,1,-1,12,0,2,3,1,0,1,23,29,0.352476651,1.718149218,0.941845506,0.925987748,0,0.4
3044,30,-1,58,1,-1,12,0,2,20,-1,0,1,0,26,0.384950332,4.571203209,1.736659323,1.01114553,1,0.1
3045,30,-1,58,1,-1,12,0,2,19,-1,1,1,27,0,0.341120845,4.528185865,2.071981109,1.462551011,2,0.8
3046,30,-1,58,1,-1,12,0,2,21,1,1,1,27,26,0.494187069,2.436971736,0.905002128,0.647715162,2,0.9
3047,30,-1,58,1,-1,12,0,2,3,1,0,0,10,20,0.349950886,3.517542299,3.135987852,2.421990445,2,0.8
3048,30,-1,58,1,-1,12,0,2,11,-1,0,1,12,29,0.396824357,2.361842589,1.439490025,1.37385448,1,0.1
3049,30,-1,58,1,-1,12,0,2,20,-1,1,1,0,0,0.360050798,3.378280215,1.713898709,1.416915144,2,0.6
3050,30,-1,58,1,-1,12,0,2,21,1,0,0,0,0,0.494770348,1.691881269,0.71698124,0.578948105,2,0.9
3051,30,-1,58,1,-1,12,0,2,17,-1,0,0,0,0,0.48620031,4.261781171,1.84002338,1.516237617,2,0.9
3052,30,-1,58,1,-1,12,0,2,21,1,1,1,0,14,0.374162678,3.155136725,1.556738744,1.110716429,0,0.5
3053,30,-1,58,1,-1,12,0,2,10,-1,0,0,10,21,0.350592757,3.292102553,1.515532228,0.851141164,0,0.2
3054,30,-1,58,1,-1,12,0,2,24,1,0,0,10,0,0.353255855,4.571203209,2.239126659,1.71050166,2,0.7
3055,30,-1,58,1,-1,12,0,2,3,1,1,1,0,0,0.456738419,3.468934638,0.925089828,0.555964528,2,0.8
3056,30,-1,58,1,-1,12,0,2,22,-1,0,1,40,20,0.361468717,2.141840259,1.157502863,0.837998319,0,0.2
3057,30,-1,58,1,-1,12,0,2,20,-1,0,1,30,29,0.364394651,2.725955082,1.440292021,1.23023843,0,0.2
3058,30,-1,58,1,-1,12,0,2,26,1,0,1,22,0,0.380418629,1.807583163,1.134980802,1.078834623,0,0.3
3059,30,-1,58,1,-1,12,0,2,18,-1,1,1,0,0,0.338326031,2.609716401,1.704101596,1.295754344,1,0
3060,30,-1,58,1,-1,12,0,2,26,1,0,1,38,29,0.417368461,2.230877769,1.035451237,0.847171509,2,0.7
3061,30,-1,58,1,-1,12,0,2,19,-1,0,0,0,0,0.388700727,3.643983373,2.377254985,1.495601114,2,0.7
3062,30,-1,58,1,-1,12,0,2,24,1,1,1,10,26,0.385875466,4.261781171,1.521896121,1.069755466,2,0.6
3063,30,-1,58,1,-1,12,0,2,18,-1,0,0,32,0,0.33601259,2.625293032,1.552540848,1.08569853,1,0.1
3064,30,-1,58,1,-1,12,0,2,24,1,1,1,0,0,0.361277329,3.412181811,2.43557848,1.736568558,2,0.7
3065,30,-1,58,1,-1,12,0,2,8,-1,1,1,39,22,0.465980205,2.306696613,1.63808434,1.547145835,1,0.1
3066,30,-1,58,1,-1,12,0,2,21,1,0,1,38,29,0.485165324,2.127423871,1.127128391,1.097465305,1,0.1
3067,30,-1,58,1,-1,12,0,2,10,-1,0,1,22,29,0.352140892,1.694353438,1.071600836,1.15988215,1,0.1
3068,30,-1,58,1,-1,12,0,2,26,1,1,1,22,29,0.339719753,3.171266079,1.84803303,1.672632807,2,0.8
3069,30,-1,58,1,-1,12,0,2,11,-1,0,1,12,0,0.347453369,3.332669763,1.587557324,1.087011303,2,0.6
3070,30,-1,58,1,-1,12,0,2,23,1,0,0,37,22,0.348273924,2.724220427,1.297476513,1.033722187,0,0.2
3071,30,-1,58,1,-1,12,0,2,3,1,1,1,36,7,0.420308339,2.724220427,1.226769368,1.189396227,2,0.8
3072,30,-1,58,1,-1,12,0,2,9,-1,0,0,0,0,0.36770489,2.649122581,1.125760482,1.095807397,0,0.4
3073,30,-1,58,1,-1,12,0,2,20,-1,0,1,17,0,0.494073491,2.773964251,1.330714735,1.128015773,2,0.6
3074,30,-1,58,1,-1,12,0,2,25,1,0,1,23,0,0.438565119,2.242586283,0.983310819,0.802618657,2,0.7
3075,30,-1,58,1,-1,12,0,2,8,-1,0,0,39,22,0.364615658,2.277448167,1.917112101,1.683704461,0,0.2
3076,30,-1,58,1,-1,12,0,2,23,1,0,1,38,29,0.486510379,2.650731638,1.197393051,1.028546179,0,0.2
3077,30,-1,58,1,-1,12,0,2,8,-1,0,1,39,29,0.398209655,2.33565056,1.759581967,1.512210072,0,0.2
3078,30,-1,58,1,-1,12,0,2,21,1,0,0,27,0,0.494687231,2.380102369,0.981111714,0.572121687,1,0
3079,30,-1,58,1,-1,12,0,2,8,-1,0,0,38,29,0.354915684,2.712161742,1.452941969,1.303608189,1,0.1
3080,30,-1,58,1,-1,12,0,2,23,1,1,0,15,22,0.380532412,2.501423553,1.777406397,1.478615558,2,0.6
3081,30,-1,58,1,-1,12,0,2,3,1,1,1,0,0,0.368655328,2.139906038,1.104698967,0.858866625,2,0.9
3082,30,-1,58,1,-1,12,0,2,8,-1,0,1,0,0,0.368173262,4.41862361,1.483188926,1.172918644,2,0.8
3083,30,-1,58,1,-1,12,0,2,11,-1,1,1,39,22,0.349391765,2.57478498,1.423583017,1.057989325,0,0.2
3084,30,-1,58,1,-1,12,0,2,10,-1,1,1,10,0,0.34471187,3.368329902,1.197393051,0.784578125,2,0.7
3085,30,-1,58,1,-1,12,0,2,26,1,0,1,31,29,0.495868304,1.79792794,1.370817917,1.343122532,2,0.6
3086,30,-1,58,1,-1,12,0,2,26,1,0,1,31,29,0.365803553,1.689415195,0.916024189,0.804349993,0,0.4
3087,30,-1,58,1,-1,12,0,2,11,-1,1,1,0,26,0.496180183,6.684167488,3.121515828,1.611985068,2,0.8
3088,30,-1,58,1,-1,12,0,2,25,1,1,1,37,22,0.379925109,4.15480905,2.014794788,1.156590748,2,0.8
3089,30,-1,58,1,-1,12,0,2,3,1,1,1,7,26,0.37362267,3.326320469,1.688211795,1.34411302,2,0.8
3090,30,-1,58,1,-1,12,0,2,8,-1,1,0,0,20,0.370918347,2.21200928,1.236974637,0.872376701,2,0.8
3091,30,-1,58,1,-1,12,0,2,20,-1,0,1,41,29,0.466431737,2.031940198,0.95641088,0.859040909,2,0.6
3092,30,-1,58,1,-1,12,0,2,21,1,0,0,42,0,0.355893584,2.660440495,1.119337159,0.805175448,2,0.8
3093,30,-1,58,1,-1,12,0,2,3,1,1,1,27,7,0.34196711,3.190418461,1.348123303,1.087449256,0,0.4
3094,30,-1,58,1,-1,12,0,2,10,-1,1,1,23,11,0.487829814,3.28600491,1.499229822,0.999945195,2,0.8
3095,30,-1,58,1,-1,12,0,2,11,-1,1,1,12,26,0.383880942,5.170039685,2.669269565,1.986745787,2,0.8
3096,30,-1,58,1,-1,12,0,2,21,1,1,1,31,0,0.335819187,1.824355015,0.947221377,0.588743621,2,0.8
3097,30,-1,58,1,-1,12,0,2,18,-1,0,1,0,0,0.369127657,1.867558254,1.072340996,0.915051531,2,0.8
3098,30,-1,58,1,-1,12,0,2,25,1,1,1,0,7,0.440635346,2.411296398,1.315963058,1.187699878,2,0.8
3099,30,-1,58,1,-1,12,0,2,10,-1,0,1,22,7,0.397248364,2.539590793,1.307730645,0.983030989,2,0.8
3100,30,-1,58,1,-1,12,0,2,25,1,1,1,0,7,0.422953469,1.835694627,1.114305212,1.168752195,2,0.8
3101,30,-1,58,1,-1,12,0,2,19,-1,1,1,27,7,0.350939165,2.038029805,1.051275988,1.065246551,2,0.8
3102,30,-1,58,1,-1,12,0,2,25,1,1,1,0,0,0.337169049,4.105328992,1.755908142,1.273611296,2,0.7
3103,30,-1,58,1,-1,12,0,2,19,-1,0,0,0,7,0.349911827,3.160484289,1.425425846,1.021242019,0,0.4
3104,30,-1,58,1,-1,12,0,2,24,1,1,1,32,0,0.357988583,3.295165319,2.002988248,1.173873369,2,0.8
3105,30,-1,58,1,-1,12,0,3,2,1,1,1,32,26,0.341234309,4.269878392,1.371566667,0.954054763,0,0.5
3106,30,-1,58,1,-1,12,0,3,4,-1,0,0,39,22,0.44378017,1.890633402,1.224611437,1.27334749,0,0.2
3107,30,-1,58,1,-1,12,0,3,71,-1,0,0,23,0,0.351095517,3.244332216,1.712142244,1.024630256,0,0.4
3108,30,-1,58,1,-1,12,0,3,97,1,0,0,39,20,0.360881698,2.545371111,1.604117611,1.503041066,0,0.3
3109,30,-1,58,1,-1,12,0,3,1,1,0,1,31,26,0.419542466,1.651355644,0.657051425,0.529352247,0,0.3
3110,30,-1,58,1,-1,12,0,3,79,-1,0,1,23,0,0.356038093,2.576278675,1.630939165,1.127103754,2,0.6
3111,30,-1,58,1,-1,12,0,3,99,1,1,1,0,7,0.350956011,3.332669763,1.155690436,1.004470807,0,0.4
3112,30,-1,58,1,-1,12,0,3,4,-1,0,1,39,29,0.368492157,2.253350644,1.120307707,1.116675184,2,0.7
3113,30,-1,58,1,-1,12,0,3,98,1,0,0,38,29,0.449017258,2.696868321,1.277960333,1.251947883,1,0.1
3114,30,-1,58,1,-1,12,0,3,83,-1,0,1,43,0,0.351497054,2.803541306,0.9292525,0.924218712,0,0.5
3115,30,-1,58,1,-1,12,0,3,87,1,1,1,0,26,0.346220444,4.12623564,0.916182523,0.637816553,2,0.8
3116,30,-1,58,1,-1,12,0,3,81,-1,0,0,32,0,0.377816705,2.127423871,1.357188616,1.013990763,0,0.2
3117,30,-1,58,1,-1,12,0,3,84,1,1,1,32,11,0.341288883,4.119218058,1.46575391,0.889749912,1,0
3118,30,-1,58,1,-1,12,0,3,72,-1,0,1,38,29,0.357588393,2.652343288,1.346904517,0.908436978,1,0.1
3119,30,-1,58,1,-1,12,0,3,96,1,1,1,27,7,0.765101937,3.665962348,1.354730442,0.933658494,2,0.7
3120,30,-1,58,1,-1,12,0,3,0,1,0,1,0,26,0.491248152,3.139263307,1.062577635,0.898687031,2,0.6
3121,30,-1,58,1,-1,12,0,3,4,-1,0,0,39,22,0.490888966,2.348660824,1.635805329,1.366299594,0,0.4
3122,30,-1,58,1,-1,12,0,3,1,1,1,1,31,0,0.377256007,3.988312499,1.790606629,1.179261032,2,0.6
3123,30,-1,58,1,-1,12,0,3,70,-1,0,1,32,0,0.396058645,3.850954113,1.768454414,1.267167699,0,0.3
3124,30,-1,58,1,-1,12,0,3,0,1,0,1,27,0,0.401344989,3.212765788,1.824194012,1.506199008,2,0.8
3125,30,-1,58,1,-1,12,0,3,88,-1,0,1,38,29,0.370797748,1.454518293,1.001079963,0.981158319,2,0.9
3126,30,-1,58,1,-1,12,0,3,63,1,0,0,40,20,0.49452861,2.315871001,1.306794069,0.816971623,1,0.1
3127,30,-1,58,1,-1,12,0,3,82,-1,1,1,31,0,0.342028772,1.824355015,0.947221377,0.588743621,2,0.9
3128,30,-1,58,1,-1,12,0,3,1,1,0,1,31,29,0.374351554,2.199625242,1.50207069,1.265726858,2,0.6
3129,30,-1,58,1,-1,12,0,3,93,-1,1,1,27,0,0.398854479,3.946264264,1.403790669,0.961944717,2,0.6
3130,30,-1,58,1,-1,12,0,3,2,1,1,1,23,26,0.446134865,2.671887851,1.30398973,1.110380216,2,0.6
3131,30,-1,58,1,-1,12,0,3,79,-1,0,0,38,20,0.372883116,1.931361265,1.062760961,0.950992583,0,0.4
3132,30,-1,58,1,-1,12,0,3,1,1,0,1,38,29,0.442840786,1.481160267,1.027985779,0.869290176,1,0.1
3133,30,-1,58,1,-1,12,0,3,92,-1,0,0,0,0,0.602543456,2.526705806,0.954763682,0.763207921,1,0.1
3134,30,-1,58,1,-1,12,0,3,64,1,0,1,27,0,0.377840755,3.648340724,2.778293045,1.817974553,2,0.6
3135,30,-1,58,1,-1,12,0,3,93,-1,0,1,23,0,0.340697573,3.461661869,1.099359533,0.783526935,2,0.6
3136,30,-1,58,1,-1,12,0,3,72,-1,0,1,32,29,0.343043753,3.988312499,1.688554539,1.290641987,1,0.1
3137,30,-1,58,1,-1,12,0,3,97,1,0,1,39,22,0.35174402,2.22876362,1.263737306,1.152257922,2,0.6
3138,30,-1,58,1,-1,12,0,3,0,1,1,1,27,7,0.360092601,3.593124968,1.77965697,1.375459897,2,0.8
3139,30,-1,58,1,-1,12,0,3,80,-1,0,1,38,29,0.477512632,2.213048271,1.49554866,1.319365119,2,0.7
3140,30,-1,58,1,-1,12,0,3,1,1,0,1,27,0,0.396428352,2.260955224,1.69993201,1.217186028,2,0.7
3141,30,-1,58,1,-1,12,0,3,5,-1,1,1,40,20,0.474167892,3.440155636,1.987614082,1.55340893,1,0.1
3142,30,-1,58,1,-1,12,0,3,80,-1,0,1,23,0,0.485459298,3.201529701,1.324502047,1.070616569,0,0.2
3143,30,-1,58,1,-1,12,0,3,87,1,1,1,22,7,0.377917812,2.935733464,1.410258176,0.958569467,2,0.8
